sugar-growth,gini,initial-sugar
3,0.501435864,11.928
3,0.517710515,11.404
3,0.506892004,11.606
3,0.48786024,11.59
3,0.493361304,11.494
3,0.496062827,11.526
3,0.508103662,11.342
3,0.522416276,11.642
3,0.50574475,11.61
3,0.506239418,11.22
3,0.504413132,11.464
3,0.521705062,11.798
3,0.495588229,11.742
3,0.523100324,11.616
3,0.510348542,11.274
3,0.494904685,11.476
3,0.492192121,11.674
3,0.515454692,11.326
3,0.506925656,11.656
3,0.50504265,11.42
3,0.527740099,11.88
3,0.491101604,11.386
3,0.502332126,11.442
3,0.512222484,11.258
3,0.490750859,11.332
3,0.497099519,11.47
3,0.512415114,11.592
3,0.511540178,11.518
3,0.513255446,11.69
3,0.515853838,11.714
3,0.495910755,11.434
3,0.490280607,11.482
3,0.497283998,11.38
3,0.505705068,11.118
3,0.495342681,11.69
3,0.509485759,11.218
3,0.515552375,11.646
3,0.502561823,11.334
3,0.49637957,11.354
3,0.526017707,12.008
3,0.53532797,11.496
3,0.51159135,11.362
3,0.510741174,11.304
3,0.512523948,11.34
3,0.514770712,11.43
3,0.492651349,11.45
3,0.529646251,11.842
3,0.490076916,11.552
3,0.503212697,11.504
3,0.518494545,11.456
3,0.497064413,11.644
3,0.495983508,11.31
3,0.495079646,11.674
3,0.498080398,11.098
3,0.513711542,11.422
3,0.525272858,11.506
3,0.518224602,11.74
3,0.516947011,11.246
3,0.521561541,11.482
3,0.523606686,11.604
3,0.504293051,11.798
3,0.52916369,11.522
3,0.506409855,11.718
3,0.51712905,11.63
3,0.515745566,11.324
3,0.514718334,11.338
3,0.524399144,11.212
3,0.516643165,11.386
3,0.527231459,11.204
3,0.497335918,11.364
3,0.508196815,11.638
3,0.49478597,11.594
3,0.4965,11.554
3,0.516533767,11.426
3,0.502279626,11.602
3,0.504214761,11.206
3,0.491608906,11.57
3,0.518579314,11.838
3,0.509281273,11.654
3,0.4996237,11.494
3,0.510733655,11.478
3,0.495296964,11.212
3,0.477364115,11.192
3,0.512214804,11.476
3,0.5012725,11.732
3,0.515599924,11.628
3,0.525973209,11.848
3,0.516207046,11.802
3,0.518631208,11.598
3,0.528637231,11.766
3,0.493546756,11.346
3,0.51738412,11.524
3,0.516757905,11.684
3,0.499119817,11.282
3,0.493976298,11.568
3,0.502054752,11.404
3,0.509729875,11.58
3,0.524383595,11.55
3,0.497263664,11.81
3,0.504554624,11.348
3,0.502220014,11.676
3,0.50942203,11.662
3,0.498182879,11.558
3,0.49461318,11.078
3,0.520362029,11.406
3,0.501037284,11.478
3,0.514211898,11.48
3,0.495093224,11.098
3,0.49114826,11.306
3,0.514430246,11.822
3,0.522150634,11.378
3,0.510732827,11.268
3,0.517337744,11.442
3,0.496363502,11.084
3,0.520813549,11.518
3,0.508374151,11.488
3,0.505383443,11.23
3,0.507222789,11.67
3,0.496188107,11.314
3,0.525966428,11.662
3,0.50845113,11.518
3,0.516230393,11.35
3,0.50582309,11.49
3,0.49948341,11.634
3,0.507385312,11.504
3,0.521984751,11.586
3,0.501802803,11.32
3,0.521366862,11.464
3,0.494033349,11.728
3,0.483085312,11.636
3,0.529089873,11.404
3,0.502184244,11.722
3,0.512369745,11.56
3,0.516466724,11.41
3,0.491452804,11.524
3,0.495411938,11.19
3,0.512690489,11.642
3,0.495606763,11.606
3,0.498681336,11.768
3,0.494914836,11.466
3,0.496887512,11.362
3,0.497355666,11.644
3,0.50946451,11.346
3,0.515962076,11.772
3,0.521254542,11.592
3,0.489617889,11.546
3,0.509535951,11.45
3,0.507297943,11.772
3,0.517292889,11.6
3,0.500754545,11.342
3,0.517363907,11.394
3,0.50068986,11.666
3,0.516724874,11.408
3,0.514565337,11.642
3,0.508472912,11.232
3,0.497326338,11.442
3,0.499699916,11.734
3,0.512726964,11.872
3,0.513622848,11.714
3,0.499599893,11.614
3,0.472610845,11.18
3,0.505830492,11.43
3,0.52691394,11.572
3,0.513381263,11.362
3,0.513904413,11.52
3,0.495825576,11.432
3,0.507834404,11.532
3,0.504932646,11.576
3,0.48004225,11.636
3,0.501259847,11.45
3,0.502436792,11.388
3,0.506837695,11.494
3,0.514042005,11.43
3,0.513055682,11.646
1,0.469351143,11.824
1,0.46987208,12.148
1,0.472915477,11.77
1,0.458297886,11.92
1,0.467902961,12.006
1,0.481594765,11.796
1,0.442977375,11.892
1,0.47504404,11.772
1,0.478925074,11.728
1,0.482418019,12.068
1,0.46147578,12.478
1,0.484832621,12.126
1,0.469875251,11.996
1,0.497549184,11.726
1,0.499771359,12.182
1,0.493841351,11.992
1,0.48477715,11.87
1,0.467437856,12.44
1,0.471830578,12.41
1,0.490694377,11.9
1,0.487911544,11.97
1,0.4964887,12.056
1,0.477989997,12
1,0.483578824,11.648
1,0.47984728,11.866
1,0.46735016,12.206
1,0.474839876,12.086
1,0.472922358,11.78
1,0.466163131,11.604
1,0.477356518,11.792
1,0.477822746,11.838
1,0.470383971,11.38
1,0.47217999,11.748
1,0.486305876,12.134
1,0.47535199,11.936
1,0.477626536,11.986
1,0.476535126,11.814
1,0.486187076,12.218
1,0.487660939,12.132
1,0.470672826,11.724
1,0.463425061,11.994
1,0.475397033,11.688
1,0.472603237,11.862
1,0.496017108,12.14
1,0.477594473,12.022
1,0.460008508,11.908
1,0.489867769,12.526
1,0.487540939,12.084
1,0.479388697,12.074
1,0.474362485,12.248
1,0.482509414,12.404
1,0.499857507,12.084
1,0.484341469,11.692
1,0.471147748,12.092
1,0.461972439,11.792
1,0.472842617,12.184
1,0.481877349,11.63
1,0.474788629,12.318
1,0.466882905,11.924
1,0.476047439,11.94
1,0.480266652,12.084
1,0.457014225,11.7
1,0.471843572,11.96
1,0.490388145,11.632
1,0.485398544,12.138
1,0.469666555,11.682
1,0.485396432,11.468
1,0.471704972,11.826
1,0.480666667,11.952
1,0.472912035,11.976
1,0.478327078,11.896
1,0.481450304,12.08
1,0.477825872,12.142
1,0.491201857,12.232
1,0.46652033,11.814
1,0.485775889,11.956
1,0.480193815,11.76
1,0.476485744,12.234
1,0.461392083,11.732
1,0.463716039,11.782
1,0.477344965,11.966
1,0.45893886,12.258
1,0.477089692,11.858
1,0.470939293,12.018
1,0.485232796,11.932
1,0.488468785,12.436
1,0.469502569,12.13
1,0.482076684,12.246
1,0.467133639,11.658
1,0.476435953,12.212
1,0.462017903,11.788
1,0.492148174,12.278
1,0.461740717,11.948
1,0.488250604,12.258
1,0.488867004,12.426
1,0.475020371,11.878
1,0.479010359,11.748
1,0.47200989,12.2
1,0.493437252,12.262
1,0.449297588,11.81
1,0.474752825,12.024
1,0.474413159,11.802
1,0.477228685,12.274
1,0.471512365,11.832
1,0.466773582,12.01
1,0.499441613,12.032
1,0.481923338,11.902
1,0.482690359,11.954
1,0.47781372,12.154
1,0.479421796,12.12
1,0.472849095,12.02
1,0.482377779,12.026
1,0.480362046,12.034
1,0.473725036,12.004
1,0.476892128,11.894
1,0.484928884,11.968
1,0.46630636,12.13
1,0.482153496,12.068
1,0.470717771,12.278
1,0.456083881,11.822
1,0.467593111,11.978
1,0.45659438,12.11
1,0.454402408,11.594
1,0.476810025,11.964
1,0.496480022,12.008
1,0.475799721,11.856
1,0.485806576,11.852
1,0.466872518,12.132
1,0.483371722,12.25
1,0.474444917,11.74
1,0.481725355,12.144
1,0.47093732,12.084
1,0.482453784,12.27
1,0.484717065,11.994
1,0.46518128,12.39
1,0.484896324,12.252
1,0.494506144,12.122
1,0.453569494,12.098
1,0.472921828,11.794
1,0.457673031,11.866
1,0.478669091,12.276
1,0.470761074,12.356
1,0.481629761,11.678
1,0.48694815,12.256
1,0.482410262,11.998
1,0.479799472,12.162
1,0.467714163,11.764
1,0.47265228,12.236
1,0.46155328,11.902
1,0.482424794,11.99
1,0.480719187,12.462
1,0.472720339,11.824
1,0.48330661,12.082
1,0.476639559,12.352
1,0.47704906,12.048
1,0.480392683,12.124
1,0.474840189,12.25
1,0.48197575,12.154
1,0.47390953,12.01
1,0.484712147,11.926
1,0.466672199,11.946
1,0.472560369,12.272
1,0.471075674,12.108
1,0.500141586,12.154
1,0.482243406,11.792
1,0.46460914,12.088
1,0.48494294,12.148
1,0.488729983,11.788
1,0.452715814,12.176
1,0.470206564,11.994
1,0.48126895,11.646
1,0.475065193,11.796
1,0.470674147,12.48
1,0.488385642,11.74
1,0.460262681,12.07
1,0.473797543,11.89
1,0.494539257,11.996
1,0.474856594,12.14
1,0.467547872,11.926
1,0.476816171,11.756
1,0.482483124,11.998
1,0.461907484,11.75
1,0.47695242,11.942
1,0.474915812,11.942
1,0.475902277,12.236
1,0.477207766,12.164
1,0.476386332,11.754
1,0.475185122,12.102
1,0.477959452,11.748
1,0.481276391,11.812
1,0.474231684,12.324
1,0.470048789,12.148
1,0.472250508,11.81
1,0.479548457,12.064
1,0.4835198,11.89
1,0.490534154,11.672
1,0.482573647,12.158
1,0.495979656,11.886
2,0.500933256,11.83
1,0.479716233,11.706
2,0.496992394,11.75
1,0.462638077,11.878
2,0.490812547,12.252
2,0.514338836,11.916
2,0.525910585,12.232
2,0.518949686,12.082
2,0.500605529,11.652
2,0.482487046,12.572
2,0.512341081,11.742
2,0.490154994,12.01
2,0.51154247,12.088
2,0.510599539,12.036
2,0.512471037,11.694
2,0.501042939,11.772
2,0.50147713,11.864
2,0.498343376,12.178
2,0.499908581,12.086
2,0.50182615,11.548
2,0.506906827,12.304
2,0.489980935,11.766
2,0.504506972,12.286
2,0.483767262,12.28
2,0.498710503,12.044
2,0.503975772,12.2
2,0.470338397,11.77
2,0.507299677,11.816
2,0.499788348,12.328
2,0.512308725,12.356
2,0.489221314,12.044
2,0.486809566,11.722
2,0.496034484,11.916
2,0.493352173,12.028
2,0.488953755,11.732
2,0.500918464,12.476
2,0.475137998,12.254
2,0.503036295,12.298
2,0.508347864,12.146
2,0.491268791,11.874
2,0.496960914,12.048
2,0.496443042,11.922
2,0.505585499,11.926
2,0.501296962,12.042
2,0.510122021,12.096
2,0.507985443,12.038
2,0.508449037,11.968
2,0.5038425,12.072
2,0.514973878,12.284
2,0.515863286,11.638
2,0.494186884,11.802
2,0.499988235,11.824
2,0.491596919,11.566
2,0.508259503,12.094
2,0.487314009,11.85
2,0.496769275,11.996
2,0.496440287,11.672
2,0.505541695,12.174
2,0.511430486,11.676
2,0.502612753,11.668
2,0.482968523,11.958
2,0.505682222,12.138
2,0.496691563,11.932
2,0.490039944,11.664
2,0.52129794,12.142
2,0.51541365,11.98
2,0.482784448,12.134
2,0.488924261,12.224
2,0.499740543,11.858
2,0.508893294,11.84
2,0.482584684,11.754
2,0.482826406,11.962
2,0.478254559,11.898
2,0.485232178,11.788
2,0.50753606,12.164
2,0.500394798,12.048
2,0.489167957,12.148
2,0.494899675,12.204
2,0.482237134,12.026
2,0.493123752,11.918
2,0.500994274,11.976
2,0.499720085,11.92
2,0.506417786,11.95
2,0.500981761,12.024
2,0.49781163,12.27
2,0.505135541,12.164
2,0.5284077,12.376
2,0.498529846,12.038
2,0.504108731,11.974
2,0.509025602,12.336
2,0.480697424,12.072
2,0.534140955,11.876
2,0.501292176,12.186
2,0.494968797,12.034
2,0.489766232,11.65
2,0.506079326,12.256
2,0.505339986,11.788
2,0.506656469,11.74
2,0.500764255,11.892
2,0.502720384,11.898
2,0.476459243,11.856
2,0.498231793,11.74
2,0.52208857,11.856
2,0.501526756,12.088
2,0.492942888,11.856
2,0.504011567,12.004
2,0.50051437,12.142
2,0.500054558,11.82
2,0.513866276,12.08
2,0.504879813,12.236
2,0.493275128,12.156
2,0.493190663,11.662
2,0.484253535,11.864
2,0.508506687,12.148
2,0.524252592,11.63
2,0.502012298,12.134
2,0.507341628,11.888
2,0.497186218,12.076
2,0.499333766,11.85
2,0.505091221,12.036
2,0.511130079,11.82
2,0.50908209,11.868
2,0.514019267,11.784
2,0.525855778,11.722
2,0.475112634,11.626
2,0.514116402,12.22
2,0.494393917,11.698
2,0.502035426,12.174
2,0.511258318,11.674
2,0.513276845,11.632
2,0.507839018,11.68
2,0.491948708,12.114
2,0.493744362,12.158
2,0.487028854,11.99
2,0.506448969,11.9
2,0.505872497,12.074
2,0.511002047,11.998
2,0.492217024,11.934
2,0.480636137,11.99
2,0.504805552,12.184
2,0.496234287,11.81
2,0.500352418,11.79
2,0.490113916,11.604
2,0.504869253,12.084
2,0.508208018,11.812
2,0.50004467,12.008
2,0.489725552,12.08
2,0.50610872,11.834
2,0.495063422,12.056
2,0.490760793,12.098
2,0.513651106,12.01
2,0.512692753,11.942
2,0.48784232,12.248
2,0.499202911,11.762
2,0.520230801,11.762
2,0.505845313,11.79
2,0.494103024,11.844
2,0.518312294,12.048
2,0.494594122,12.224
2,0.499873557,11.844
2,0.495192833,11.942
2,0.513677345,12.172
2,0.509045657,11.834
2,0.494685045,11.946
2,0.513159865,11.688
2,0.493738105,11.772
2,0.504822738,11.942
2,0.497546193,12.208
2,0.493780252,11.834
2,0.494126826,11.906
2,0.492828579,12.116
2,0.482446005,11.85
2,0.512259545,11.836
2,0.508924144,11.79
2,0.489777219,12.098
2,0.491823398,12.002
2,0.496377384,12.182
2,0.513798793,12.2
2,0.519744472,12.018
2,0.516814443,12.028
2,0.502240485,11.928
2,0.48333636,11.928
2,0.49646473,11.922
2,0.510262846,11.494
2,0.490870406,12.362
2,0.49840231,12.16
2,0.500276572,12.262
2,0.501592336,11.99
2,0.502402347,11.918
2,0.500081129,12.27
2,0.501778562,12.43
2,0.517128931,12.336
2,0.48281132,11.676
2,0.512106918,12.064
2,0.502344358,12.31
2,0.50312296,12.368
2,0.49996257,12.074
2,0.511344606,12.246
2,0.51213695,12.278
2,0.517193111,11.98
2,0.492864408,12.092
2,0.516094923,12.27
3,0.514810281,12.074
3,0.492011292,11.914
3,0.493401587,12.03
3,0.4925826,11.94
3,0.511001332,12.054
3,0.510624292,11.636
3,0.500740898,12.14
3,0.495763023,12.032
3,0.507083378,11.954
3,0.53154962,12.16
3,0.488592109,12.062
3,0.486813973,12
3,0.536968495,11.74
3,0.511193805,12.088
3,0.476380435,12.204
3,0.520180058,12.158
3,0.506544903,12.004
3,0.512262975,11.558
3,0.507811314,12.362
3,0.509668126,11.888
3,0.516700269,12.372
3,0.500630254,12.012
3,0.503933981,11.738
3,0.500285743,11.686
3,0.514987712,11.682
3,0.505773062,12.222
3,0.504367938,12.016
3,0.505505227,11.624
3,0.49034203,12.08
3,0.501148534,11.868
3,0.517686595,11.726
3,0.522242822,11.988
3,0.480411348,11.904
3,0.499436739,11.7
3,0.514207667,11.778
3,0.509153963,12.268
3,0.511331511,12.154
3,0.491813538,12.282
3,0.506694174,12.132
3,0.514369532,11.896
3,0.494404543,11.98
3,0.506293223,11.806
3,0.504337812,11.662
3,0.500027521,12.178
3,0.504272084,11.762
3,0.506218091,11.794
3,0.490490363,12.136
3,0.510354105,12.09
3,0.511946434,12.136
3,0.521454637,11.822
3,0.506298082,12.164
3,0.504055491,11.994
3,0.516415098,12.032
3,0.497279865,12.242
3,0.52872382,11.882
3,0.50820091,11.684
3,0.505070626,11.864
3,0.51746654,11.962
3,0.502218148,12.022
3,0.511733327,11.99
3,0.507996707,11.914
3,0.51770933,12.178
3,0.49807163,11.816
3,0.509812181,12.114
3,0.506460893,12.214
3,0.510086343,12.096
3,0.495900663,12.104
3,0.497800455,11.928
3,0.527198462,12.112
3,0.494367931,11.798
3,0.503450376,11.794
3,0.522206864,11.688
3,0.529783528,11.866
3,0.515761628,12.01
3,0.504651337,12.3
3,0.498106366,11.92
3,0.497835094,11.802
3,0.503461616,11.602
3,0.502365212,11.614
3,0.489621641,11.848
3,0.501997809,12.008
3,0.497836084,11.858
3,0.498602411,11.826
3,0.512851087,12.06
3,0.520363746,11.816
3,0.498471475,12.036
3,0.507525435,12.012
3,0.503217733,11.87
3,0.486608294,11.976
3,0.512866884,12.364
3,0.497987303,12.036
3,0.513351964,12.178
3,0.500481142,11.976
3,0.510664446,11.976
3,0.49297253,12.054
3,0.516255219,11.916
3,0.532831984,12.072
3,0.495908722,11.706
3,0.508454244,11.696
3,0.499044554,12.238
3,0.514315672,11.99
3,0.493077976,12.214
3,0.498304333,11.906
3,0.504658365,11.838
3,0.513778673,11.662
3,0.502222278,12.156
3,0.494323935,11.796
3,0.520223602,12.038
3,0.514756514,12.07
3,0.50827492,11.978
3,0.504427425,12.184
3,0.503445602,12.066
3,0.51423958,12.21
3,0.506964167,12.23
3,0.504563411,12.082
3,0.50181007,11.966
3,0.51506668,12.156
3,0.506163209,11.812
3,0.512397829,11.756
3,0.49043523,12.082
3,0.520971418,12.38
3,0.498999627,12.08
3,0.505123072,12.154
3,0.495456739,11.912
3,0.514650334,11.916
3,0.512243167,11.696
3,0.491760372,11.836
3,0.494880443,11.87
3,0.490662442,12.072
3,0.510980764,12.03
3,0.501304983,11.598
3,0.504338712,12.238
3,0.492158483,11.808
3,0.506635224,12.082
3,0.506671595,11.958
3,0.516015484,11.894
3,0.507805447,11.96
3,0.508145311,12.288
3,0.501768321,11.76
3,0.497389502,11.872
3,0.506915913,12.192
3,0.497996981,11.816
3,0.497558374,12.112
3,0.501748562,11.892
3,0.482024554,12.096
3,0.523826881,12.408
3,0.51216107,12.492
3,0.513019777,12.386
3,0.494966231,12.334
3,0.490848449,12.046
3,0.497678534,12.12
3,0.48988649,12.154
3,0.493359289,11.63
3,0.50067957,11.868
3,0.511299597,11.76
3,0.500451376,11.82
3,0.513193623,12.078
3,0.503211935,11.914
3,0.493960418,12.046
3,0.5004979,12.158
3,0.504288733,12.264
3,0.49833496,12.256
3,0.519882763,12.35
3,0.48836626,12.402
3,0.517581259,11.902
3,0.495327553,12.336
3,0.51292496,12.012
3,0.514028206,12.048
3,0.485414889,11.87
3,0.495322801,11.956
3,0.508388708,12.11
3,0.492650167,12.126
3,0.508849834,11.81
3,0.503512904,12.3
3,0.501799846,12.128
3,0.50395583,11.952
3,0.512042216,11.808
3,0.50650881,11.97
3,0.517249576,11.76
3,0.503448962,11.884
3,0.506955446,12.434
3,0.514117528,11.676
3,0.492950631,12.176
3,0.492204413,12.288
3,0.520649208,11.754
3,0.490291391,11.872
3,0.500842223,12.126
3,0.506874706,11.796
3,0.505284291,11.918
3,0.508192856,11.81
3,0.493714836,11.764
3,0.511368073,11.868
3,0.504447998,12.158
3,0.507211997,12.192
3,0.511788192,12.024
3,0.515229511,12.082
3,0.499306776,11.844
3,0.512283611,12.138
3,0.511033298,11.712
3,0.506789159,11.908
1,0.47268998,12.28
1,0.474959745,12.108
1,0.464464949,12.13
1,0.484213784,12.456
1,0.469212567,12.556
1,0.485414701,12.464
1,0.474843941,12.584
1,0.480064552,12.492
1,0.475271887,12.486
1,0.483928317,12.22
1,0.467210617,12.55
1,0.466782903,12.158
1,0.48112823,12.756
1,0.474020121,12.572
1,0.46022546,12.622
1,0.45122043,12.402
1,0.471467416,12.242
1,0.468947637,12.654
1,0.468674367,12.798
1,0.469216716,12.72
1,0.463880956,12.566
1,0.481220704,12.634
1,0.473317265,12.74
1,0.481275508,12.278
1,0.478657883,12.71
1,0.475317983,12.66
1,0.468439881,12.502
1,0.477779814,12.636
1,0.473447394,12.46
1,0.485272233,12.634
1,0.472855422,12.554
1,0.46102652,12.422
1,0.488917111,12.464
1,0.470567036,12.264
1,0.483073659,12.274
1,0.459434127,12.636
1,0.468985656,12.678
1,0.468860105,12.434
1,0.46096276,12.152
1,0.477192301,12.334
1,0.479471041,12.372
1,0.455072489,12.484
1,0.481161613,12.38
1,0.459247946,11.886
1,0.475492172,12.564
1,0.481226369,12.362
1,0.464214603,12.038
1,0.480906779,12.69
1,0.485289077,12.846
1,0.461100331,12.47
1,0.476703471,12.066
1,0.468652093,12.304
1,0.458584214,12.334
1,0.476653253,12.688
1,0.466802534,12.492
1,0.46150082,12.554
1,0.474882591,12.146
1,0.476263999,12.512
1,0.480254,12.448
1,0.481422009,12.56
1,0.460219303,12.77
1,0.470600064,12.444
1,0.48250726,12.63
1,0.46005562,12.202
1,0.476986623,12.418
1,0.481949046,12.926
1,0.469855848,12.688
1,0.469065972,12.49
1,0.476234545,12.596
1,0.488034934,12.544
1,0.477423611,12.274
1,0.466181999,12.582
1,0.479784126,12.552
1,0.454723224,12.374
1,0.457955271,12.5
1,0.483904323,12.456
1,0.465232192,12.444
1,0.474071504,12.25
1,0.488030693,12.338
1,0.463115075,12.68
1,0.467493658,12.328
1,0.46054653,12.324
1,0.466490959,12.412
1,0.457341415,12.896
1,0.483926532,12.468
1,0.483050165,12.484
1,0.472813655,12.55
1,0.497666174,12.522
1,0.488069858,12.518
1,0.460750412,12.184
1,0.477923363,12.424
1,0.468837217,12.198
1,0.445895989,12.586
1,0.484437125,12.088
1,0.477396911,12.406
1,0.476475926,12.352
1,0.465991659,12.286
1,0.494634598,12.6
1,0.472674358,12.88
1,0.47567543,12.414
1,0.453331487,12.45
1,0.4739391,12.51
1,0.469648886,12.234
1,0.496534315,12.632
1,0.494660917,12.392
1,0.488144197,12.582
1,0.476219063,12.214
1,0.488079751,12.202
1,0.471232586,12.38
1,0.491982672,12.596
1,0.485000523,12.59
1,0.467970938,12.474
1,0.473714137,12.366
1,0.491788348,12.358
1,0.46535396,12.2
1,0.467416515,12.63
1,0.471111085,12.11
1,0.462215808,12.3
1,0.484552307,12.412
1,0.472693499,12.55
1,0.468527215,12.676
1,0.480260737,12.076
1,0.481532969,12.568
1,0.474400481,12.92
1,0.471134877,12.354
1,0.469956987,12.46
1,0.453874556,12.28
1,0.478051137,12.4
1,0.467677469,12.548
1,0.474067249,12.368
1,0.475954528,12.524
1,0.483520083,12.52
1,0.472282601,12.612
1,0.471481473,12.68
1,0.47986046,12.484
1,0.473558421,12.608
1,0.489191521,12.67
1,0.489677819,12.396
1,0.4728178,12.562
1,0.479730287,12.628
1,0.470238318,12.238
1,0.465085394,12.302
1,0.479743893,12.632
1,0.460048327,12.608
1,0.461445265,12.614
1,0.480197839,12.608
1,0.475373184,12.368
1,0.477991129,12.298
1,0.465131718,12.548
1,0.466002298,12.514
1,0.47118979,12.718
1,0.477175169,12.59
1,0.470138036,12.542
1,0.472771338,12.21
1,0.472760074,12.864
1,0.479652681,12.112
1,0.465613204,12.556
1,0.466031333,12.326
1,0.466401617,12.424
1,0.463228584,12.118
1,0.465932555,12.736
1,0.478458199,12.274
1,0.48712374,12.534
1,0.477629427,12.166
1,0.478714948,12.498
1,0.485330773,12.546
1,0.467401781,12.732
1,0.468156675,12.464
1,0.467660347,12.144
1,0.467358836,12.39
1,0.477809149,12.566
1,0.484446256,12.818
1,0.475998765,12.638
1,0.454235226,12.596
1,0.461675186,12.296
1,0.472354586,12.64
1,0.447985018,12.754
1,0.482277836,12.566
1,0.470442654,11.958
1,0.479499576,12.502
1,0.470795344,12.164
1,0.464645599,12.246
1,0.488061534,12.35
1,0.4511197,12.466
1,0.481017685,12.776
1,0.482511659,12.578
1,0.459835276,12.96
1,0.473370303,12.296
1,0.487681581,12.954
1,0.464863448,12.376
1,0.481035866,12.65
1,0.468416467,12.55
1,0.477952492,12.616
1,0.489848751,12.384
1,0.479102067,12.288
1,0.466844732,12.154
1,0.480504484,12.46
1,0.468558032,12.31
1,0.469631123,12.368
1,0.493711175,12.38
2,0.52380786,12.6
2,0.508457369,12.818
2,0.497972248,12.776
2,0.512556862,12.632
2,0.489334908,12.54
2,0.497263483,12.792
2,0.476098088,12.202
2,0.499673031,12.29
2,0.505375065,12.684
2,0.501376501,12.444
2,0.504078464,12.23
2,0.490163971,12.544
2,0.483892535,12.528
2,0.511977318,12.586
2,0.488259888,12.428
2,0.501081545,12.442
2,0.503729528,12.336
2,0.507053382,12.564
2,0.492679018,12.554
2,0.494564161,12.53
2,0.472384941,12.248
2,0.497934395,12.802
2,0.487513128,12.288
2,0.50620193,12.534
2,0.479046402,12.466
2,0.510567338,12.224
2,0.506798865,12.378
2,0.535042081,12.45
2,0.490702251,12.324
2,0.502394026,12.368
2,0.507982891,12.682
2,0.502074466,12.804
2,0.498955505,12.462
2,0.509697652,12.392
2,0.502935847,12.26
2,0.508997663,12.326
2,0.501672176,12.55
2,0.506965097,12.358
2,0.502584677,12.292
2,0.505412345,12.56
2,0.502369977,12.442
2,0.497693412,12.512
2,0.494769473,12.652
2,0.500681317,12.27
2,0.484088385,12.32
2,0.516645708,12.298
2,0.482970736,12.076
2,0.491089623,12.51
2,0.501241643,12.41
2,0.50715988,12.384
2,0.508953703,12.574
2,0.48386459,12.77
2,0.499441788,12.536
2,0.508362667,12.532
2,0.50028552,12.656
2,0.503029538,12.652
2,0.501008253,12.452
2,0.510131177,12.476
2,0.489753306,12.482
2,0.496695489,12.78
2,0.494576539,12.388
2,0.518182844,12.492
2,0.501062139,12.11
2,0.496491051,12.514
2,0.505202902,12.37
2,0.518838384,12.308
2,0.483433796,12.334
2,0.507483171,12.49
2,0.497438639,12.684
2,0.473665031,12.766
2,0.494964552,12.574
2,0.478007707,12.27
2,0.514533224,12.934
2,0.516909056,12.494
2,0.511510224,12.766
2,0.501213718,12.624
2,0.499458524,12.756
2,0.504507983,12.438
2,0.503455215,12.43
2,0.495849449,12.388
2,0.514718301,12.242
2,0.505597635,12.638
2,0.491649262,12.444
2,0.509129591,12.898
2,0.511392082,12.626
2,0.480823686,12.24
2,0.495974813,12.594
2,0.503527794,12.83
2,0.512216447,12.706
2,0.489718478,12.38
2,0.513456118,12.97
2,0.503913484,12.536
2,0.494403766,13.008
2,0.508663258,12.61
2,0.511647337,12.934
2,0.506033372,12.75
2,0.483778373,12.54
2,0.49404825,12.594
2,0.502534189,13.282
2,0.496631921,12.248
2,0.485748685,12.478
2,0.492039987,12.356
2,0.505364263,12.436
2,0.526832004,12.756
2,0.51696016,12.458
2,0.486506556,12.422
2,0.509698536,12.454
2,0.511380919,12.82
2,0.486354812,12.662
2,0.498433027,12.596
2,0.509188738,12.698
2,0.507215177,12.444
2,0.494568069,12.4
2,0.479588166,12.526
2,0.516587768,12.446
2,0.491821519,12.434
2,0.496860873,12.708
2,0.492365385,12.726
2,0.494392226,12.644
2,0.495365398,12.582
2,0.502483007,12.69
2,0.488104989,12.354
2,0.509411077,12.61
2,0.505641246,12.636
2,0.497931372,12.42
2,0.520183976,12.23
2,0.520672685,12.688
2,0.487173314,12.282
2,0.500756734,12.842
2,0.505081841,11.996
2,0.493748302,12.39
2,0.501292553,12.274
2,0.504148184,12.394
2,0.498965229,12.26
2,0.49809382,12.452
2,0.50185738,12.48
2,0.491516564,12.786
2,0.503439142,12.098
2,0.500045992,12.356
2,0.490034964,12.24
2,0.492213974,12.452
2,0.508584634,12.28
2,0.47678757,12.298
2,0.489196256,12.264
2,0.4938281,12.224
2,0.484758999,12.442
2,0.48354141,12.662
2,0.47511455,12.362
2,0.499209258,12.274
2,0.491139842,12.708
2,0.506670156,12.432
2,0.490612669,12.346
2,0.473968717,12.516
2,0.493091639,12.34
2,0.503814148,12.656
2,0.525107881,12.072
2,0.495627387,12.64
2,0.513871905,12.156
2,0.508908783,12.81
2,0.503593488,12.696
2,0.483118194,12.456
2,0.500898166,12.43
2,0.503824017,12.162
2,0.499891962,12.836
2,0.503648423,12.294
2,0.509269813,12.414
2,0.512868883,12.326
2,0.501529595,12.734
2,0.511600822,12.724
2,0.498296819,12.856
2,0.485297351,12.198
2,0.510011039,12.598
2,0.499620731,12.486
2,0.49154127,12.45
2,0.497489079,12.43
2,0.490406117,12.672
2,0.497868738,12.182
2,0.504066458,12.684
2,0.493153359,12.858
2,0.50446892,12.284
2,0.496803558,12.508
2,0.504580264,12.266
2,0.510047632,12.524
2,0.494539403,12.508
2,0.506049007,12.316
2,0.484420754,12.882
2,0.492439005,12.448
2,0.500972652,12.604
2,0.503510348,12.378
2,0.487723496,12.556
2,0.523124539,12.468
