sugar-growth,gini,initial-sugar
3,0.517228051,10.252
3,0.52270508,10
3,0.522745539,10.06
2,0.52558477,10.08
3,0.512257489,10.064
3,0.51714975,10.224
3,0.525248108,10.026
3,0.531034539,9.792
3,0.516083708,10.038
3,0.517169666,9.87
3,0.494682205,9.736
3,0.509676053,9.972
3,0.515924297,10.136
3,0.524402126,9.988
3,0.512443212,10.156
3,0.51325134,9.926
3,0.517975537,10.14
3,0.506757066,10.082
3,0.507386098,9.644
3,0.513486745,9.832
3,0.51478738,10.002
3,0.501825367,9.914
3,0.5319577,10.298
3,0.525222666,9.946
3,0.497026502,10.236
3,0.518614815,10.07
3,0.515255147,9.922
3,0.497253249,9.832
3,0.504915635,10.034
3,0.499724396,10.024
3,0.509532725,9.966
3,0.507381941,10.034
3,0.517865397,9.886
3,0.526356503,10.008
3,0.516780876,9.852
3,0.514681703,10.158
3,0.520093527,10.006
3,0.508472229,9.85
3,0.516734425,9.972
3,0.512473478,9.966
3,0.5107758,9.916
3,0.509786058,9.722
3,0.514894249,10.038
3,0.526577167,9.958
3,0.5269119,10.086
3,0.5017561,10.01
3,0.516647418,9.858
3,0.515346697,10.044
3,0.509331126,9.94
3,0.508426774,9.866
3,0.497258568,10.084
3,0.507711159,9.94
3,0.523101331,9.992
3,0.531319882,10.258
3,0.520467947,10.158
3,0.520728937,10.146
3,0.522053762,9.98
3,0.520735753,10.066
3,0.508984069,9.914
3,0.505365664,10.08
3,0.526730017,9.928
3,0.522307582,10.122
3,0.518508857,9.872
3,0.512176761,9.96
3,0.502279885,10.044
3,0.515991902,9.88
3,0.530170551,10.146
3,0.523263975,10.094
3,0.5142754,10.172
3,0.506507535,10.088
3,0.520887397,9.924
3,0.52985018,10.168
3,0.512527704,9.838
3,0.506682869,9.694
3,0.534580836,9.912
3,0.507863906,10.166
3,0.516105142,9.926
3,0.525575879,10.102
3,0.518414755,9.87
3,0.522823034,10.198
3,0.503325013,10.018
3,0.498805637,9.958
3,0.516964677,9.97
3,0.517179804,10.148
3,0.520149926,10.036
3,0.518194544,9.99
3,0.518375077,10.144
3,0.514782618,9.836
3,0.515431601,10.03
3,0.497716648,9.96
3,0.53116482,9.888
3,0.514383635,9.926
3,0.523039297,9.94
3,0.508521723,10.142
3,0.526285654,10.046
3,0.527870635,9.944
3,0.531447788,9.818
3,0.515776702,9.836
3,0.551724535,10.16
3,0.525269829,10.052
3,0.519548766,10.04
3,0.526877039,9.858
3,0.538158327,10.08
3,0.512981975,10.042
3,0.538795654,10.332
3,0.525312578,10.042
3,0.524119157,9.89
3,0.504406538,9.878
3,0.500787925,10.138
3,0.519775021,10.174
3,0.493869338,9.956
3,0.503541782,10.042
3,0.519745886,9.876
3,0.509838833,9.858
3,0.519118952,10.002
3,0.508457557,10.044
3,0.51444806,10.01
3,0.5145,9.86
3,0.49844896,10.004
3,0.516635292,9.906
3,0.501365222,10.08
3,0.512207076,9.846
3,0.509320751,9.896
3,0.534190038,10.16
3,0.512964688,9.844
3,0.508792074,9.962
3,0.51703237,10.066
3,0.523041709,10.112
3,0.519878461,9.824
3,0.512029977,9.748
3,0.504232426,9.85
3,0.50399492,9.974
3,0.520533515,10.184
3,0.515910067,9.946
3,0.537248971,10.004
3,0.503292148,10.21
3,0.513052474,10.054
3,0.497354628,9.866
3,0.518175313,10.102
3,0.525584563,9.902
3,0.512625182,10.492
3,0.512661744,10.12
3,0.509212115,9.998
3,0.509244504,10.234
3,0.512250489,10.17
3,0.493612198,10.114
3,0.503693921,9.786
3,0.507725685,10.204
3,0.532295164,10
3,0.517181431,9.978
3,0.494804902,9.916
3,0.527187251,10.072
3,0.508525065,9.988
3,0.510437949,9.914
3,0.507703621,10.178
3,0.515780202,10.272
3,0.514071258,10.172
3,0.49479261,9.934
3,0.496503164,10.098
3,0.514107512,9.89
3,0.509993738,10.092
3,0.521047194,10.11
3,0.507524094,10.08
3,0.5286393,9.904
3,0.510735958,10.01
3,0.51280855,10.096
3,0.531732599,9.962
3,0.521327041,9.934
3,0.518064711,9.786
3,0.522411087,10.168
3,0.516052699,10.012
3,0.527278961,9.966
3,0.505963499,10.298
3,0.521066948,10.042
3,0.524581398,10.098
3,0.501927961,9.982
3,0.50362197,9.92
3,0.511461726,10.062
3,0.505463134,9.888
3,0.507602369,9.806
3,0.524263967,9.982
3,0.525034218,10.22
3,0.514068053,10.156
3,0.497450417,9.972
3,0.51833519,9.952
3,0.503147312,9.952
3,0.509973406,9.94
3,0.53573406,9.968
3,0.539890817,9.932
3,0.506439022,9.942
3,0.516959416,10.302
3,0.518475488,10.154
3,0.506286141,10.2
3,0.512655732,9.538
3,0.520569691,10.024
3,0.496033649,9.972
3,0.51206639,9.892
3,0.515218371,9.83
3,0.517182124,10.284
3,0.52469459,9.922
1,0.485575974,10.552
3,0.540583227,10.082
1,0.498895437,10.368
1,0.485210142,10.58
1,0.488882592,10.668
1,0.481421791,10.64
1,0.4907432,10.214
1,0.471482438,10.46
1,0.476987766,10.482
1,0.482723105,10.454
1,0.481598066,10.872
1,0.484694311,10.606
1,0.483995794,10.494
1,0.482371404,10.44
1,0.48355544,10.642
1,0.484279021,10.624
1,0.497130275,10.522
1,0.470293715,10.404
1,0.484503768,10.18
1,0.506716184,10.312
1,0.480937551,10.328
1,0.48982051,10.376
1,0.489470617,10.774
1,0.472509661,10.37
1,0.484456144,10.642
1,0.475723376,10.634
1,0.486188192,10.628
1,0.498088039,10.166
1,0.486778926,10.446
1,0.48070384,10.574
1,0.475053809,10.518
1,0.477169972,10.62
1,0.493350303,10.43
1,0.499991648,10.496
1,0.48006845,10.652
1,0.496026261,10.524
1,0.485892531,10.484
1,0.473551312,10.608
1,0.47499008,10.506
1,0.492324601,10.3
1,0.475248443,10.442
1,0.494917077,10.214
1,0.501357955,10.594
1,0.494179403,10.45
1,0.494369841,10.706
1,0.485999096,10.474
1,0.486596572,10.882
1,0.508002428,10.49
1,0.469989323,10.638
1,0.493396,10.164
1,0.495031143,10.624
1,0.498772157,10.472
1,0.499690628,10.518
1,0.481832238,10.168
1,0.484714336,10.604
1,0.471011229,10.464
1,0.489237776,10.392
1,0.486100208,10.774
1,0.483642293,10.588
1,0.479556317,10.292
1,0.487584984,10.468
1,0.488930171,10.34
1,0.491531384,10.226
1,0.46862069,10.458
1,0.486787862,10.688
1,0.493730589,10.386
1,0.488664955,10.386
1,0.495431554,10.61
1,0.488521333,10.686
1,0.503046336,10.648
1,0.473513954,10.336
1,0.491938889,10.622
1,0.465631656,10.416
1,0.470183108,10.444
1,0.485628917,10.348
1,0.481939914,10.596
1,0.489038196,10.54
1,0.474251596,10.414
1,0.486914055,10.294
1,0.474752407,10.384
1,0.506055523,10.254
1,0.492926465,10.784
1,0.482280206,10.608
1,0.486415825,10.382
1,0.499602935,10.358
1,0.493935419,10.518
1,0.468483011,10.564
1,0.478704749,10.442
1,0.490990195,10.622
1,0.468720357,10.774
1,0.471418687,10.592
1,0.49269233,10.562
1,0.49459024,10.526
1,0.492964462,10.64
1,0.475189648,10.444
1,0.469946059,10.38
1,0.47756278,10.126
1,0.489114534,10.598
1,0.48230597,10.548
1,0.494990453,10.476
1,0.488153084,10.584
1,0.489848708,10.466
1,0.482589853,10.43
1,0.470560382,10.366
1,0.479467359,10.636
1,0.486875787,10.358
1,0.493704092,10.296
1,0.495700537,10.712
1,0.501200472,10.41
1,0.50016967,10.536
1,0.476760491,10.516
1,0.485270795,10.566
1,0.493582932,10.624
1,0.488402373,10.488
1,0.482923417,10.26
1,0.4958177,10.516
1,0.4927695,10.472
1,0.486073936,10.536
1,0.484138762,10.498
1,0.485097815,10.674
1,0.500225103,10.534
1,0.488867895,10.504
1,0.486741146,10.162
1,0.478051791,10.54
1,0.500662483,10.52
1,0.488352593,10.61
1,0.506195467,10.804
1,0.479690053,10.504
1,0.480266987,10.522
1,0.484193942,10.462
1,0.501793275,10.448
1,0.493837228,10.27
1,0.481314922,10.526
1,0.502790619,10.792
1,0.48549651,10.316
1,0.482957279,10.59
1,0.478054871,10.498
1,0.483449687,10.612
1,0.507812626,10.604
1,0.499230396,10.368
1,0.466654981,10.668
1,0.476827815,10.484
1,0.489224812,10.362
1,0.474290454,10.53
1,0.479039882,10.544
1,0.474234162,10.498
1,0.483821934,10.564
1,0.499265057,10.508
1,0.499915503,10.62
1,0.492334717,10.394
1,0.481824475,10.692
1,0.490210593,10.358
1,0.495319282,10.634
1,0.495423081,10.406
1,0.481500684,10.388
1,0.475242279,10.596
1,0.509484551,10.366
1,0.477253427,10.458
1,0.488636894,10.662
1,0.479806276,10.708
1,0.495271887,10.444
1,0.492926588,10.666
1,0.479411511,10.548
1,0.46856253,10.504
1,0.47348621,10.324
1,0.506863817,10.502
1,0.493921677,10.666
1,0.48598513,10.586
1,0.486787523,10.448
1,0.498994719,10.716
1,0.483688408,10.432
1,0.478286531,10.66
1,0.481869605,10.568
1,0.474784951,10.296
1,0.494172931,10.646
1,0.477475892,10.438
1,0.491626023,10.66
1,0.502209817,10.766
1,0.487716692,10.246
1,0.49876914,10.668
1,0.478121086,10.384
1,0.502652698,10.302
1,0.478390342,10.442
1,0.482566019,10.436
1,0.496571025,10.324
1,0.491928987,10.598
1,0.493626502,10.518
1,0.479457857,10.47
1,0.492146969,10.768
1,0.479600584,10.512
1,0.482634577,10.216
1,0.523398748,10.524
1,0.465934316,10.548
1,0.485262597,10.544
1,0.486122316,10.656
1,0.487493064,10.432
1,0.487900146,10.496
1,0.492502407,10.726
1,0.487989997,10.686
1,0.482386841,10.694
1,0.482645506,10.378
2,0.511967775,10.276
2,0.507924454,10.654
2,0.518203858,10.62
2,0.521056043,10.182
2,0.511955252,10.506
2,0.514069572,10.61
2,0.503892187,10.63
2,0.504498204,10.458
2,0.524338655,10.512
2,0.516044028,10.482
2,0.514907342,10.562
2,0.504304386,10.69
2,0.523329329,10.51
2,0.497452339,10.372
2,0.502479517,10.394
2,0.51344487,10.648
2,0.522199111,10.534
2,0.500565286,10.242
2,0.519446268,10.548
2,0.502064148,10.45
2,0.513627314,10.648
2,0.516525453,10.48
2,0.50903555,10.596
2,0.517187304,10.554
2,0.501999388,10.59
2,0.505515959,10.23
2,0.508261259,10.728
2,0.510605799,10.482
2,0.509897683,10.496
2,0.508758886,10.416
2,0.497909804,10.218
2,0.521253573,10.866
2,0.514938609,10.462
2,0.514557082,10.542
2,0.510450198,10.614
2,0.528246088,10.692
2,0.511654008,10.304
2,0.531299318,10.492
2,0.508716929,10.45
2,0.519219659,10.64
2,0.499262604,10.794
2,0.488542622,10.452
2,0.513472005,10.238
2,0.525705379,10.394
2,0.517420374,10.682
2,0.51166149,10.52
2,0.511682114,10.56
2,0.497872119,10.526
2,0.519895781,10.602
2,0.518057889,10.492
2,0.497452006,10.666
2,0.510816533,10.566
2,0.504620562,10.472
2,0.493519074,10.538
2,0.52344562,10.476
2,0.506971692,10.45
2,0.513600681,10.51
2,0.491519873,10.298
2,0.506892504,10.546
2,0.480774576,10.428
2,0.513564109,10.472
2,0.513736027,10.562
2,0.524089382,10.57
2,0.500808475,10.692
2,0.504251029,10.778
2,0.505920885,10.42
2,0.508465552,10.438
2,0.502363423,10.674
2,0.50372239,10.706
2,0.514406032,10.56
2,0.498395701,10.718
2,0.517424047,10.638
2,0.498412013,10.358
2,0.505429854,10.146
2,0.514022721,10.426
2,0.517311316,10.518
2,0.509457067,10.428
2,0.500353525,10.564
2,0.508055049,10.716
2,0.517948808,10.622
2,0.48577892,10.372
2,0.518653365,10.328
2,0.49790434,10.34
2,0.506761914,10.764
2,0.498206778,10.268
2,0.530520428,10.468
2,0.491545097,10.202
2,0.520625892,10.496
2,0.507833292,10.682
2,0.498123393,10.7
2,0.506186514,10.352
2,0.527320486,10.56
2,0.50943303,10.7
2,0.498754237,10.542
2,0.516640806,10.472
2,0.494678122,10.194
2,0.493517871,10.142
2,0.502787703,10.352
2,0.499208312,10.338
2,0.503231841,10.448
2,0.512369299,10.332
2,0.512262065,10.452
2,0.501960279,10.624
2,0.524952823,10.44
2,0.514309537,10.338
2,0.497013281,10.26
2,0.488380092,10.422
2,0.503515288,10.524
2,0.511851561,10.41
2,0.491824473,10.406
2,0.494451016,10.468
2,0.508481261,10.452
2,0.51328951,10.664
2,0.507816343,10.61
2,0.508780383,10.252
2,0.50229484,10.356
2,0.524179302,10.604
2,0.507716077,10.55
2,0.520665306,10.328
2,0.510853083,10.812
2,0.493043101,10.608
2,0.505811838,10.54
2,0.508202134,10.342
2,0.510652596,10.436
2,0.510204753,10.552
2,0.487845486,10.83
2,0.508133076,10.5
2,0.509466746,10.392
2,0.500793859,10.168
2,0.517378545,10.514
2,0.508917248,10.438
2,0.512457205,10.364
2,0.498964834,10.79
2,0.502529643,10.476
2,0.486758802,10.434
2,0.499670643,10.248
2,0.51608663,10.514
2,0.503905885,10.58
2,0.511438822,10.626
2,0.500301129,10.556
2,0.503445483,10.606
2,0.521270538,10.34
2,0.530399523,10.576
2,0.49232764,10.596
2,0.510134728,10.288
2,0.502496947,10.586
2,0.525032199,10.458
2,0.515715183,10.378
2,0.518257439,10.462
2,0.492782498,10.328
2,0.504590377,10.472
2,0.501896372,10.768
2,0.515599849,10.874
2,0.509654906,10.684
2,0.498404426,10.382
2,0.519091064,10.506
2,0.497303152,10.874
2,0.512752882,10.486
2,0.497209371,10.648
2,0.523229168,10.454
2,0.503370095,10.66
2,0.506484334,10.498
2,0.502385788,10.468
2,0.51951466,10.322
2,0.520813722,10.422
2,0.508469512,10.8
2,0.513640998,10.536
2,0.496855862,10.438
2,0.498808513,10.464
2,0.528206574,10.722
2,0.504159044,10.52
2,0.517823944,10.428
2,0.512713649,10.448
2,0.491687533,10.694
2,0.499966182,10.546
2,0.516100946,10.36
2,0.523639219,10.666
2,0.510422365,10.682
2,0.507218163,10.674
2,0.501586616,10.334
2,0.513237913,10.61
2,0.512520904,10.56
2,0.506040438,10.592
2,0.498210754,10.54
2,0.508215851,10.622
2,0.499710097,10.68
2,0.494583663,10.538
2,0.5265119,10.61
2,0.50884609,10.336
2,0.515761789,10.252
2,0.492719688,10.652
2,0.512059067,10.754
2,0.506857528,10.544
2,0.507862892,10.634
2,0.531643319,10.454
2,0.510328826,10.476
2,0.517446349,10.472
2,0.499960724,10.654
2,0.492274637,10.61
2,0.504149391,10.58
3,0.50816867,10.286
3,0.519195186,10.444
3,0.512033509,10.804
3,0.51842866,10.384
3,0.508660194,10.206
3,0.529090794,10.504
3,0.505862185,10.134
3,0.520549896,10.296
3,0.516989458,10.522
3,0.510259196,10.416
3,0.503094455,10.622
3,0.507295986,10.486
3,0.521729746,10.274
3,0.50010886,10.532
3,0.497959407,10.444
3,0.509487841,10.364
3,0.505716603,10.484
3,0.510226068,10.582
3,0.494326235,10.53
3,0.52530594,10.626
3,0.491403211,10.492
3,0.519777687,10.446
3,0.515365606,10.448
3,0.519274806,10.47
3,0.503407286,10.54
3,0.523538446,10.448
3,0.531038621,10.686
3,0.508940503,10.302
3,0.533250134,10.796
3,0.524630494,10.526
3,0.502579016,10.638
3,0.510004866,10.492
3,0.50540797,10.418
3,0.50624032,10.75
3,0.506235184,10.608
3,0.505588705,10.23
3,0.511220308,10.334
3,0.517846657,10.612
3,0.507469454,10.348
3,0.521954004,10.366
3,0.520329316,10.226
3,0.518556111,10.324
3,0.51363185,10.724
3,0.511569527,10.472
3,0.533826799,10.598
3,0.524474589,10.708
3,0.530035414,10.53
3,0.522112651,10.58
3,0.508550535,10.1
3,0.511537535,10.61
3,0.49631615,10.442
3,0.496122651,10.374
3,0.515650804,10.282
3,0.494105338,10.498
3,0.508015041,10.658
3,0.50899615,10.428
3,0.505050444,10.63
3,0.512552823,10.592
3,0.50724784,10.54
3,0.51428674,10.6
3,0.504144439,10.72
3,0.509781662,10.65
3,0.510178816,10.336
3,0.527792171,10.638
3,0.516803499,10.592
3,0.515923349,10.534
3,0.497375419,10.486
3,0.526828227,10.474
3,0.514067335,10.328
3,0.529898562,10.482
3,0.515935153,10.706
3,0.511069417,10.322
3,0.514548806,10.496
3,0.510025347,10.248
3,0.535444155,10.654
3,0.496278458,10.202
3,0.509885978,10.708
3,0.52241745,10.354
3,0.51331232,10.266
3,0.50037313,10.818
3,0.504533528,10.376
3,0.521161677,10.416
3,0.527210982,10.476
3,0.502209559,10.728
3,0.498600723,10.848
3,0.487919099,10.45
3,0.508394558,10.458
3,0.535410009,10.484
3,0.523053071,10.56
3,0.513201164,10.296
3,0.52371437,10.686
3,0.519620306,10.498
3,0.518440452,10.554
3,0.530512157,10.396
3,0.507627885,10.508
3,0.513045435,10.672
3,0.521347548,10.696
3,0.519809353,10.538
3,0.51327138,10.624
3,0.498851682,10.404
3,0.527957354,10.7
3,0.500228684,10.618
3,0.519141233,10.316
3,0.503435759,10.424
3,0.488396979,10.606
3,0.506571197,10.536
3,0.510344383,10.522
3,0.516356955,10.694
3,0.517248677,10.694
3,0.520271809,10.71
3,0.499511364,10.614
3,0.526553915,10.716
3,0.524385585,10.324
3,0.522953721,10.456
3,0.499267621,10.572
3,0.513453084,10.748
3,0.503397124,10.52
3,0.499889569,10.54
3,0.512121057,10.264
3,0.522418494,10.588
3,0.517255901,10.638
3,0.528196536,10.614
3,0.500453983,10.58
3,0.51248979,10.462
3,0.529020461,10.168
3,0.529585324,10.324
3,0.521174871,10.458
3,0.502715733,10.684
3,0.500341112,10.538
3,0.517604739,10.566
3,0.507369689,10.596
3,0.512024242,10.59
3,0.514392278,10.312
3,0.526683026,10.668
3,0.508403324,10.604
3,0.522959753,10.356
3,0.530357328,10.302
3,0.522465131,10.248
3,0.51744892,10.45
3,0.532310098,10.366
3,0.52202613,10.484
3,0.51905559,10.31
3,0.504863308,10.444
3,0.51284419,10.518
3,0.518038045,10.662
3,0.504457113,10.864
3,0.520677813,10.546
3,0.512670762,10.166
3,0.506198571,10.806
3,0.523282599,10.422
3,0.513595769,10.466
3,0.507128242,10.608
3,0.512164774,10.644
3,0.500224942,10.398
3,0.514917946,10.472
3,0.498624487,10.582
3,0.511010659,10.544
3,0.516339749,10.194
3,0.514929047,10.46
3,0.519930855,10.108
3,0.515733823,10.354
3,0.506582317,10.524
3,0.509277678,10.658
